at,elapsed_s,event,version,uptime_ms,blit_timeouts,tx_sent,tx_timeouts,tx_drops,rx_malformed,loop_gap_max_ms,loop_gap_max_mark,scan_rate,count_ge_10ms,count_ge_25ms,count_ge_25ms_nonflash,passes,flash_writes,flash_gap_max_ms,blit_gap_max_ms,i2c_gap_max_ms,key_presses,row_gap_max_ms,isr_per_s,isr_cpu_pct,isr_max_us,wdt_consecutive_resets,wdt_fired_last_boot,wr_valid,wr_site,wr_parent,wr_last_pass_uptime_ms,wr_boot_rstst,wr_pc,wr_context,v_uptime_ms,v_build_token,v_msp_free,v_psp_free,v_blits_issued,v_blit_never_started,v_blit_stalled,v_blit_irq_lost,v_blit_unknown,v_blit_busy_waits,v_blit_retry_successes
2026-09-23 13:54:11,3186,,7,3209891,5,641,363,0,0,45,flash,168,30820,25,23,619953,1011,45,44,0,24,11,3912.0,72.7,320.0,0,False,False,none,none,0,1,,,3207862,0x0a8a1d5b,616,1112,172582,5,0,0,0,2,5
2026-09-23 13:54:41,3216,,7,3239878,5,647,366,0,0,45,flash,194,31123,25,23,625597,1013,45,44,0,24,11,3900.8,72.5,320.0,0,False,False,none,none,0,1,,,3237854,0x0a8a1d5b,616,1112,174132,5,0,0,0,2,5
2026-09-23 13:55:11,3246,,7,3269884,5,653,369,0,0,45,flash,215,31405,25,23,631729,1015,45,44,0,24,11,3906.9,72.7,320.0,0,False,False,none,none,0,1,,,3267857,0x0a8a1d5b,616,1112,175799,5,0,0,0,2,5
2026-09-23 13:55:41,3276,,7,3299884,5,659,372,0,0,45,flash,182,31682,25,23,637851,1017,45,44,0,24,11,3900.9,72.5,320.0,0,False,False,none,none,0,1,,,3297854,0x0a8a1d5b,616,1112,177365,5,0,0,0,2,5
2026-09-23 13:56:11,3306,,7,3329878,5,665,375,0,0,45,flash,174,31996,25,23,643264,1019,45,44,0,24,11,3899.4,72.5,320.0,0,False,False,none,none,0,1,,,3327856,0x0a8a1d5b,616,1112,179033,5,0,0,0,2,5
2026-09-23 13:56:41,3336,,7,3359880,5,671,378,0,0,45,flash,216,32302,25,23,648976,1021,45,44,0,24,11,3903.0,72.6,320.0,0,False,False,none,none,0,1,,,3357852,0x0a8a1d5b,616,1112,180661,5,0,0,0,2,5
2026-09-23 13:57:11,3366,,7,3389876,5,677,381,0,0,45,flash,166,32595,26,24,654801,1023,45,44,0,24,11,3910.1,72.6,320.0,0,False,False,none,none,0,1,,,3387842,0x0a8a1d5b,616,1112,182307,5,0,0,0,2,5
2026-09-23 13:57:41,3396,,7,3419871,5,683,384,0,0,45,flash,196,32900,26,24,660344,1025,45,44,0,24,11,3900.9,72.5,320.0,0,False,False,none,none,0,1,,,3417833,0x0a8a1d5b,616,1112,183971,5,0,0,0,2,5
2026-09-23 13:58:11,3426,,7,3449857,5,689,387,0,0,45,flash,207,33183,26,24,666525,1027,45,44,0,24,11,3908.0,72.7,320.0,0,False,False,none,none,0,1,,,3447832,0x0a8a1d5b,616,1112,185571,5,0,0,0,2,5
2026-09-23 13:58:41,3456,,7,3479838,5,695,390,0,0,45,flash,182,33468,26,24,672588,1029,45,44,0,24,11,3900.8,72.5,320.0,0,False,False,none,none,0,1,,,3477815,0x0a8a1d5b,616,1112,187157,5,0,0,0,2,5
2026-09-23 13:59:11,3486,,7,3509834,5,701,393,0,0,45,flash,180,33781,26,24,677996,1031,45,44,0,24,11,3902.2,72.6,320.0,0,False,False,none,none,0,1,,,3507811,0x0a8a1d5b,600,1112,188788,5,0,0,0,2,5
2026-09-23 13:59:41,3516,,7,3539828,5,707,397,0,0,45,flash,211,34072,26,24,683681,1033,45,44,0,24,11,3904.6,72.6,320.0,0,False,False,none,none,0,1,,,3537798,0x0a8a1d5b,600,1112,190327,5,0,0,0,2,5
2026-09-23 14:00:11,3546,,7,3569831,6,713,400,0,0,45,flash,174,34349,28,25,689530,1035,45,44,0,24,11,3909.1,72.6,320.0,0,False,False,none,none,0,1,,,3567797,0x0a8a1d5b,600,1112,191911,6,0,0,0,2,6
2026-09-23 14:00:41,3576,,7,3599811,6,719,403,0,0,45,flash,184,34656,28,25,695105,1037,45,44,0,24,11,3900.5,72.5,320.0,0,False,False,none,none,0,1,,,3597784,0x0a8a1d5b,600,1112,193408,6,0,0,0,2,6
2026-09-23 14:01:11,3605,end,7,3629310,6,725,406,0,0,45,flash,202,34948,28,25,701036,1039,45,44,0,24,11,3902.3,72.6,320.0,0,False,False,none,none,0,1,,,3627285,0x0a8a1d5b,600,1112,195054,6,0,0,0,2,6
